Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
2,6,5/11/2013,2702,367,1,0,0,0
2,5,5/10/2013,4888,636,1,0,0,1
2,4,5/9/2013,0,0,0,0,a,0
2,3,5/8/2013,5605,752,1,0,0,0
2,2,5/7/2013,4131,542,1,0,0,0
2,1,5/6/2013,3840,511,1,0,0,0
2,7,5/5/2013,0,0,0,0,0,0
2,6,5/4/2013,2260,339,1,0,0,0
2,5,5/3/2013,5938,794,1,1,0,0
2,4,5/2/2013,6699,762,1,1,0,0
2,3,5/1/2013,0,0,0,1,a,0
2,2,4/30/2013,6872,708,1,1,0,0
2,1,4/29/2013,6707,744,1,1,0,0
2,7,4/28/2013,0,0,0,0,0,0
2,6,4/27/2013,2134,297,1,0,0,0
2,5,4/26/2013,4914,604,1,1,0,0
2,4,4/25/2013,4689,571,1,1,0,0
2,3,4/24/2013,6260,766,1,1,0,0
2,2,4/23/2013,5775,634,1,1,0,0
2,1,4/22/2013,6774,719,1,1,0,0
2,7,4/21/2013,0,0,0,0,0,0
2,6,4/20/2013,2701,341,1,0,0,0
2,5,4/19/2013,3525,466,1,0,0,0
2,4,4/18/2013,3516,517,1,0,0,0
2,3,4/17/2013,4776,683,1,0,0,0
2,2,4/16/2013,4059,542,1,0,0,0
2,1,4/15/2013,3850,548,1,0,0,0
2,7,4/14/2013,0,0,0,0,0,0
2,6,4/13/2013,2561,324,1,0,0,0
2,5,4/12/2013,4334,519,1,1,0,0
2,4,4/11/2013,5301,606,1,1,0,0
2,3,4/10/2013,6520,780,1,1,0,0
2,2,4/9/2013,6574,667,1,1,0,0
2,1,4/8/2013,6696,732,1,1,0,0
2,7,4/7/2013,0,0,0,0,0,0
2,6,4/6/2013,2461,315,1,0,0,0
2,5,4/5/2013,3872,470,1,0,0,1
2,4,4/4/2013,4114,542,1,0,0,1
2,3,4/3/2013,4250,600,1,0,0,1
2,2,4/2/2013,3643,507,1,0,0,1
2,1,4/1/2013,0,0,0,0,b,1
2,7,3/31/2013,0,0,0,0,0,0
2,6,3/30/2013,4406,493,1,0,0,0
2,5,3/29/2013,0,0,0,1,b,1
2,4,3/28/2013,7229,801,1,1,0,1
2,3,3/27/2013,7880,892,1,1,0,1
2,2,3/26/2013,6384,702,1,1,0,1
2,1,3/25/2013,8412,844,1,1,0,1
2,7,3/24/2013,0,0,0,0,0,0
2,6,3/23/2013,2691,330,1,0,0,0
2,5,3/22/2013,4955,540,1,1,0,0
2,4,3/21/2013,5322,609,1,1,0,0
2,3,3/20/2013,6783,826,1,1,0,0
2,2,3/19/2013,6224,670,1,1,0,0
2,1,3/18/2013,7593,712,1,1,0,0
2,7,3/17/2013,0,0,0,0,0,0
2,6,3/16/2013,2956,346,1,0,0,0
2,5,3/15/2013,4181,491,1,0,0,0
2,4,3/14/2013,3964,514,1,0,0,0
2,3,3/13/2013,3874,516,1,0,0,0
2,2,3/12/2013,2991,424,1,0,0,0
2,1,3/11/2013,3778,505,1,0,0,0
2,7,3/10/2013,0,0,0,0,0,0
2,6,3/9/2013,2208,281,1,0,0,0
2,5,3/8/2013,4822,594,1,1,0,0
2,4,3/7/2013,5747,640,1,1,0,0
2,3,3/6/2013,6842,806,1,1,0,0
2,2,3/5/2013,6357,660,1,1,0,0
2,1,3/4/2013,7993,790,1,1,0,0
2,7,3/3/2013,0,0,0,0,0,0
2,6,3/2/2013,2643,353,1,0,0,0
2,5,3/1/2013,4290,555,1,0,0,0
2,4,2/28/2013,4859,565,1,0,0,0
2,3,2/27/2013,4741,635,1,0,0,0
2,2,2/26/2013,3919,480,1,0,0,0
2,1,2/25/2013,3084,432,1,0,0,0
2,7,2/24/2013,0,0,0,0,0,0
2,6,2/23/2013,1919,230,1,0,0,0
2,5,2/22/2013,4552,509,1,1,0,1
2,4,2/21/2013,5276,589,1,1,0,1
2,3,2/20/2013,6116,689,1,1,0,1
2,2,2/19/2013,5734,588,1,1,0,1
2,1,2/18/2013,7493,757,1,1,0,1
2,7,2/17/2013,0,0,0,0,0,0
2,6,2/16/2013,2401,290,1,0,0,0
2,5,2/15/2013,3812,494,1,0,0,0
2,4,2/14/2013,4439,574,1,0,0,0
2,3,2/13/2013,5001,678,1,0,0,0
2,2,2/12/2013,3968,504,1,0,0,0
2,1,2/11/2013,4303,582,1,0,0,0
2,7,2/10/2013,0,0,0,0,0,0
2,6,2/9/2013,3031,354,1,0,0,0
2,5,2/8/2013,4203,491,1,1,0,0
2,4,2/7/2013,5575,638,1,1,0,0
2,3,2/6/2013,6438,769,1,1,0,0
2,2,2/5/2013,6269,674,1,1,0,0
2,1,2/4/2013,6480,688,1,1,0,0
2,7,2/3/2013,0,0,0,0,0,0
2,6,2/2/2013,2956,361,1,0,0,0
2,5,2/1/2013,4545,554,1,0,0,0
2,4,1/31/2013,4340,517,1,0,0,0
2,3,1/30/2013,4446,608,1,0,0,0
2,2,1/29/2013,3461,476,1,0,0,0
2,1,1/28/2013,3549,488,1,0,0,0
2,7,1/27/2013,0,0,0,0,0,0
2,6,1/26/2013,2205,303,1,0,0,0
2,5,1/25/2013,4589,522,1,1,0,0
2,4,1/24/2013,5091,582,1,1,0,0
2,3,1/23/2013,5974,690,1,1,0,0
2,2,1/22/2013,5803,656,1,1,0,0
2,1,1/21/2013,6311,662,1,1,0,0
2,7,1/20/2013,0,0,0,0,0,0
2,6,1/19/2013,2399,303,1,0,0,0
2,5,1/18/2013,3441,434,1,0,0,0
2,4,1/17/2013,2973,403,1,0,0,0
2,3,1/16/2013,4198,591,1,0,0,0
2,2,1/15/2013,4075,513,1,0,0,0
2,1,1/14/2013,3995,530,1,0,0,0
2,7,1/13/2013,0,0,0,0,0,0
2,6,1/12/2013,2630,337,1,0,0,0
2,5,1/11/2013,4810,539,1,1,0,0
2,4,1/10/2013,5618,637,1,1,0,0
2,3,1/9/2013,6763,785,1,1,0,0
2,2,1/8/2013,6318,685,1,1,0,0
2,1,1/7/2013,6775,763,1,1,0,0
2,7,1/6/2013,0,0,0,0,0,0
2,6,1/5/2013,2342,324,1,0,0,0
2,5,1/4/2013,4484,574,1,0,0,1
2,4,1/3/2013,4159,555,1,0,0,1
2,3,1/2/2013,4422,650,1,0,0,1
2,2,1/1/2013,0,0,0,0,a,1
3,5,7/31/2015,8314,821,1,1,0,1
3,4,7/30/2015,8977,823,1,1,0,1
3,3,7/29/2015,7610,716,1,1,0,1
3,2,7/28/2015,8864,818,1,1,0,1
3,1,7/27/2015,8107,768,1,1,0,1
3,7,7/26/2015,0,0,0,0,0,0
3,6,7/25/2015,3878,412,1,0,0,0
3,5,7/24/2015,5080,607,1,0,0,1
3,4,7/23/2015,5702,655,1,0,0,1
3,3,7/22/2015,5414,607,1,0,0,1
3,2,7/21/2015,5600,661,1,0,0,1
3,1,7/20/2015,5798,671,1,0,0,1
3,7,7/19/2015,0,0,0,0,0,0
3,6,7/18/2015,4258,417,1,0,0,0
3,5,7/17/2015,6679,673,1,1,0,1
3,4,7/16/2015,7909,812,1,1,0,1
3,3,7/15/2015,8663,865,1,1,0,1
3,2,7/14/2015,8625,769,1,1,0,1
3,1,7/13/2015,9462,812,1,1,0,1
3,7,7/12/2015,0,0,0,0,0,0
3,6,7/11/2015,4011,409,1,0,0,0
3,5,7/10/2015,6316,689,1,0,0,1
3,4,7/9/2015,6613,691,1,0,0,1
3,3,7/8/2015,6347,680,1,0,0,1
3,2,7/7/2015,6180,657,1,0,0,1
3,1,7/6/2015,6736,734,1,0,0,1
3,7,7/5/2015,0,0,0,0,0,0
3,6,7/4/2015,4482,456,1,0,0,0
3,5,7/3/2015,8149,742,1,1,0,1
3,4,7/2/2015,7450,701,1,1,0,1
3,3,7/1/2015,8311,772,1,1,0,1
3,2,6/30/2015,13261,1072,1,1,0,1
3,1,6/29/2015,10243,817,1,1,0,1
3,7,6/28/2015,0,0,0,0,0,0
3,6,6/27/2015,5156,641,1,0,0,0
3,5,6/26/2015,6222,698,1,0,0,0
3,4,6/25/2015,5763,693,1,0,0,0
3,3,6/24/2015,5448,633,1,0,0,0
3,2,6/23/2015,6757,779,1,0,0,0
3,1,6/22/2015,5840,638,1,0,0,0
3,7,6/21/2015,0,0,0,0,0,0
3,6,6/20/2015,3891,424,1,0,0,0
3,5,6/19/2015,8074,797,1,1,0,0
3,4,6/18/2015,7537,743,1,1,0,0
3,3,6/17/2015,8524,821,1,1,0,0
3,2,6/16/2015,9780,911,1,1,0,0
3,1,6/15/2015,10818,955,1,1,0,0
3,7,6/14/2015,0,0,0,0,0,0
3,6,6/13/2015,4687,492,1,0,0,0
3,5,6/12/2015,6181,681,1,0,0,0
3,4,6/11/2015,5656,699,1,0,0,0
3,3,6/10/2015,6440,719,1,0,0,0
3,2,6/9/2015,7127,772,1,0,0,0
3,1,6/8/2015,6567,766,1,0,0,0
3,7,6/7/2015,0,0,0,0,0,0
3,6,6/6/2015,4622,539,1,0,0,0
3,5,6/5/2015,9685,935,1,1,0,0
3,4,6/4/2015,0,0,0,1,a,0
3,3,6/3/2015,9590,918,1,1,0,0
3,2,6/2/2015,10455,978,1,1,0,0
3,1,6/1/2015,11594,1012,1,1,0,0
3,7,5/31/2015,0,0,0,0,0,0
3,6,5/30/2015,4542,458,1,0,0,0
3,5,5/29/2015,7421,793,1,0,0,0
3,4,5/28/2015,6475,677,1,0,0,0
3,3,5/27/2015,5589,644,1,0,0,0
3,2,5/26/2015,6443,738,1,0,0,1
3,1,5/25/2015,0,0,0,0,a,0
3,7,5/24/2015,0,0,0,0,0,0
3,6,5/23/2015,4613,485,1,0,0,0
3,5,5/22/2015,7349,769,1,1,0,0
3,4,5/21/2015,7682,776,1,1,0,0
3,3,5/20/2015,8226,798,1,1,0,0
3,2,5/19/2015,8728,871,1,1,0,0
3,1,5/18/2015,10040,919,1,1,0,0
3,7,5/17/2015,0,0,0,0,0,0
3,6,5/16/2015,4149,464,1,0,0,0
3,5,5/15/2015,7515,865,1,0,0,0
3,4,5/14/2015,0,0,0,0,a,0
3,3,5/13/2015,7003,772,1,0,0,0
3,2,5/12/2015,6043,707,1,0,0,0
3,1,5/11/2015,5797,714,1,0,0,0
3,7,5/10/2015,0,0,0,0,0,0
3,6,5/9/2015,6024,743,1,0,0,0
3,5,5/8/2015,9083,891,1,1,0,0
3,4,5/7/2015,7705,800,1,1,0,0
3,3,5/6/2015,9046,877,1,1,0,0
3,2,5/5/2015,8719,818,1,1,0,0
3,1,5/4/2015,9488,928,1,1,0,0
3,7,5/3/2015,0,0,0,0,0,0
3,6,5/2/2015,6564,674,1,0,0,0
3,5,5/1/2015,0,0,0,1,a,0
3,4,4/30/2015,9971,979,1,1,0,0
3,3,4/29/2015,9484,897,1,1,0,0
3,2,4/28/2015,8758,870,1,1,0,0
3,1,4/27/2015,9447,866,1,1,0,0
3,7,4/26/2015,0,0,0,0,0,0
3,6,4/25/2015,4373,473,1,0,0,0
3,5,4/24/2015,5376,658,1,0,0,0
3,4,4/23/2015,5570,677,1,0,0,0
3,3,4/22/2015,5875,685,1,0,0,0
3,2,4/21/2015,5756,678,1,0,0,0
3,1,4/20/2015,5238,661,1,0,0,0
3,7,4/19/2015,0,0,0,0,0,0
3,6,4/18/2015,3772,457,1,0,0,0
3,5,4/17/2015,7735,824,1,1,0,0
3,4,4/16/2015,8336,828,1,1,0,0
3,3,4/15/2015,8651,851,1,1,0,0
3,2,4/14/2015,9274,904,1,1,0,0
3,1,4/13/2015,9563,842,1,1,0,0
3,7,4/12/2015,0,0,0,0,0,0
3,6,4/11/2015,4008,432,1,0,0,0
3,5,4/10/2015,6343,716,1,0,0,1
3,4,4/9/2015,6185,753,1,0,0,1
3,3,4/8/2015,6253,722,1,0,0,1
3,2,4/7/2015,6830,814,1,0,0,1
3,1,4/6/2015,0,0,0,0,b,1
3,7,4/5/2015,0,0,0,0,0,0
3,6,4/4/2015,7123,778,1,0,0,0
3,5,4/3/2015,0,0,0,1,b,1
3,4,4/2/2015,8716,920,1,1,0,1
3,3,4/1/2015,8546,853,1,1,0,1
3,2,3/31/2015,11299,862,1,1,0,1
3,1,3/30/2015,11282,933,1,1,0,1
3,7,3/29/2015,0,0,0,0,0,0
3,6,3/28/2015,4247,464,1,0,0,0
3,5,3/27/2015,5216,625,1,0,0,0
3,4,3/26/2015,6105,695,1,0,0,0
3,3,3/25/2015,5538,679,1,0,0,0
3,2,3/24/2015,5256,670,1,0,0,0
3,1,3/23/2015,5400,668,1,0,0,0
3,7,3/22/2015,0,0,0,0,0,0
3,6,3/21/2015,3494,399,1,0,0,0
3,5,3/20/2015,6971,724,1,1,0,0
3,4,3/19/2015,6947,760,1,1,0,0
3,3,3/18/2015,8626,839,1,1,0,0
3,2,3/17/2015,8154,857,1,1,0,0
3,1,3/16/2015,8998,869,1,1,0,0
3,7,3/15/2015,0,0,0,0,0,0
3,6,3/14/2015,4189,464,1,0,0,0
3,5,3/13/2015,5831,688,1,0,0,0
3,4,3/12/2015,5725,693,1,0,0,0
3,3,3/11/2015,5302,651,1,0,0,0
3,2,3/10/2015,5223,677,1,0,0,0
3,1,3/9/2015,5430,673,1,0,0,0
3,7,3/8/2015,0,0,0,0,0,0
3,6,3/7/2015,4525,544,1,0,0,0
3,5,3/6/2015,8057,829,1,1,0,0
3,4,3/5/2015,7784,833,1,1,0,0
3,3,3/4/2015,7651,768,1,1,0,0
3,2,3/3/2015,8615,817,1,1,0,0
3,1,3/2/2015,10970,974,1,1,0,0
3,7,3/1/2015,0,0,0,0,0,0
3,6,2/28/2015,4574,482,1,0,0,0
3,5,2/27/2015,5640,693,1,0,0,0
3,4,2/26/2015,5978,719,1,0,0,0
3,3,2/25/2015,4650,629,1,0,0,0
3,2,2/24/2015,4982,669,1,0,0,0
3,1,2/23/2015,5354,645,1,0,0,0
3,7,2/22/2015,0,0,0,0,0,0
3,6,2/21/2015,3419,396,1,0,0,0
3,5,2/20/2015,7204,742,1,1,0,0
3,4,2/19/2015,7248,791,1,1,0,0
3,3,2/18/2015,7862,784,1,1,0,0
3,2,2/17/2015,7895,789,1,1,0,0
3,1,2/16/2015,9914,934,1,1,0,0
3,7,2/15/2015,0,0,0,0,0,0
3,6,2/14/2015,4221,498,1,0,0,0
3,5,2/13/2015,6018,765,1,0,0,0
3,4,2/12/2015,5179,666,1,0,0,0
3,3,2/11/2015,6116,710,1,0,0,0
3,2,2/10/2015,5333,685,1,0,0,0
3,1,2/9/2015,5027,643,1,0,0,0
3,7,2/8/2015,0,0,0,0,0,0
3,6,2/7/2015,4781,549,1,0,0,0
3,5,2/6/2015,7920,811,1,1,0,0
3,4,2/5/2015,7195,796,1,1,0,0
3,3,2/4/2015,8155,816,1,1,0,0
3,2,2/3/2015,8950,895,1,1,0,0
3,1,2/2/2015,9922,951,1,1,0,0
3,7,2/1/2015,0,0,0,0,0,0
3,6,1/31/2015,4382,484,1,0,0,0
3,5,1/30/2015,6911,678,1,1,0,0
3,4,1/29/2015,7485,738,1,1,0,0
3,3,1/28/2015,6883,722,1,1,0,0
3,2,1/27/2015,8292,893,1,1,0,0
3,1,1/26/2015,8055,765,1,1,0,0
3,7,1/25/2015,0,0,0,0,0,0
3,6,1/24/2015,3452,381,1,0,0,0
3,5,1/23/2015,5701,672,1,0,0,0
3,4,1/22/2015,4677,595,1,0,0,0
3,3,1/21/2015,5024,651,1,0,0,0
3,2,1/20/2015,4848,645,1,0,0,0
3,1,1/19/2015,5420,703,1,0,0,0
3,7,1/18/2015,0,0,0,0,0,0
3,6,1/17/2015,4610,492,1,0,0,0
3,5,1/16/2015,8497,865,1,1,0,0
3,4,1/15/2015,6578,721,1,1,0,0
3,3,1/14/2015,7417,746,1,1,0,0
3,2,1/13/2015,7464,717,1,1,0,0
3,1,1/12/2015,8209,814,1,1,0,0
3,7,1/11/2015,0,0,0,0,0,0
3,6,1/10/2015,3373,391,1,0,0,0
3,5,1/9/2015,7719,733,1,1,0,0
3,4,1/8/2015,6300,684,1,1,0,0
3,3,1/7/2015,7253,754,1,1,0,0
3,2,1/6/2015,8739,869,1,1,0,1
3,1,1/5/2015,10684,946,1,1,0,1
3,7,1/4/2015,0,0,0,0,0,0
3,6,1/3/2015,4299,507,1,0,0,0
3,5,1/2/2015,5523,698,1,0,0,1
3,4,1/1/2015,0,0,0,0,a,1
3,3,12/31/2014,3804,408,1,0,0,1
3,2,12/30/2014,8376,957,1,0,0,1
3,1,12/29/2014,8788,941,1,0,0,1
3,7,12/28/2014,0,0,0,0,0,0
3,6,12/27/2014,4825,569,1,0,0,0
3,5,12/26/2014,0,0,0,0,c,1
3,4,12/25/2014,0,0,0,0,c,1
3,3,12/24/2014,4310,582,1,0,0,1
3,2,12/23/2014,12121,1352,1,0,0,1
3,1,12/22/2014,11282,1209,1,0,0,1
3,7,12/21/2014,0,0,0,0,0,0
3,6,12/20/2014,8094,839,1,0,0,0
3,5,12/19/2014,9598,957,1,1,0,0
3,4,12/18/2014,11617,1121,1,1,0,0
3,3,12/17/2014,10510,917,1,1,0,0
3,2,12/16/2014,13072,1204,1,1,0,0
3,1,12/15/2014,13472,1115,1,1,0,0
3,7,12/14/2014,0,0,0,0,0,0
3,6,12/13/2014,6621,775,1,0,0,0
3,5,12/12/2014,5481,604,1,0,0,0
3,4,12/11/2014,6363,723,1,0,0,0
3,3,12/10/2014,5256,635,1,0,0,0
3,2,12/9/2014,6446,785,1,0,0,0
3,1,12/8/2014,5792,738,1,0,0,0
3,7,12/7/2014,0,0,0,0,0,0
3,6,12/6/2014,7669,947,1,0,0,0
3,5,12/5/2014,10190,1096,1,1,0,0
3,4,12/4/2014,8766,935,1,1,0,0
3,3,12/3/2014,9694,962,1,1,0,0
3,2,12/2/2014,9044,932,1,1,0,0
3,1,12/1/2014,10369,962,1,1,0,0
3,7,11/30/2014,0,0,0,0,0,0
3,6,11/29/2014,6702,723,1,0,0,0
3,5,11/28/2014,9700,953,1,1,0,0
3,4,11/27/2014,8508,896,1,1,0,0
3,3,11/26/2014,8397,837,1,1,0,0
3,2,11/25/2014,8577,875,1,1,0,0
3,1,11/24/2014,8886,855,1,1,0,0
3,7,11/23/2014,0,0,0,0,0,0
3,6,11/22/2014,3989,467,1,0,0,0
3,5,11/21/2014,5865,737,1,0,0,0
3,4,11/20/2014,6019,734,1,0,0,0
3,3,11/19/2014,5490,684,1,0,0,0
3,2,11/18/2014,5195,659,1,0,0,0
3,1,11/17/2014,5935,718,1,0,0,0
3,7,11/16/2014,0,0,0,0,0,0
3,6,11/15/2014,4397,515,1,0,0,0
3,5,11/14/2014,7836,778,1,1,0,0
3,4,11/13/2014,7560,800,1,1,0,0
3,3,11/12/2014,7839,809,1,1,0,0
3,2,11/11/2014,8708,879,1,1,0,0
3,1,11/10/2014,8533,831,1,1,0,0
3,7,11/9/2014,0,0,0,0,0,0
3,6,11/8/2014,4055,477,1,0,0,0
3,5,11/7/2014,8091,840,1,1,0,0
3,4,11/6/2014,8072,832,1,1,0,0
3,3,11/5/2014,9172,892,1,1,0,0
3,2,11/4/2014,9863,940,1,1,0,0
3,1,11/3/2014,10855,1005,1,1,0,0
3,7,11/2/2014,0,0,0,0,0,0
3,6,11/1/2014,0,0,0,0,a,0
3,5,10/31/2014,6788,823,1,0,0,0
3,4,10/30/2014,5357,711,1,0,0,0
3,3,10/29/2014,4716,597,1,0,0,0
3,2,10/28/2014,4745,636,1,0,0,0
3,1,10/27/2014,4848,684,1,0,0,0
3,7,10/26/2014,0,0,0,0,0,0
3,6,10/25/2014,3266,421,1,0,0,0
3,5,10/24/2014,6251,757,1,1,0,0
3,4,10/23/2014,7177,788,1,1,0,0
3,3,10/22/2014,7380,738,1,1,0,0
3,2,10/21/2014,6855,700,1,1,0,0
3,1,10/20/2014,8266,814,1,1,0,0
3,7,10/19/2014,0,0,0,0,0,0
3,6,10/18/2014,3367,424,1,0,0,0
3,5,10/17/2014,5485,656,1,0,0,1
3,4,10/16/2014,5271,652,1,0,0,1
3,3,10/15/2014,5008,639,1,0,0,1
3,2,10/14/2014,5114,694,1,0,0,1
3,1,10/13/2014,5035,673,1,0,0,1
3,7,10/12/2014,0,0,0,0,0,0
3,6,10/11/2014,3697,420,1,0,0,0
3,5,10/10/2014,7448,802,1,1,0,1
3,4,10/9/2014,7206,759,1,1,0,1
3,3,10/8/2014,8472,842,1,1,0,1
3,2,10/7/2014,7699,742,1,1,0,1
3,1,10/6/2014,10598,982,1,1,0,1
3,7,10/5/2014,0,0,0,0,0,0
3,6,10/4/2014,5420,622,1,0,0,0
3,5,10/3/2014,0,0,0,1,a,0
3,4,10/2/2014,8565,937,1,1,0,0
3,3,10/1/2014,8331,851,1,1,0,0
3,2,9/30/2014,12260,1084,1,1,0,0
3,1,9/29/2014,10066,960,1,1,0,0
3,7,9/28/2014,0,0,0,0,0,0
3,6,9/27/2014,3846,431,1,0,0,0
3,5,9/26/2014,4853,658,1,0,0,0
3,4,9/25/2014,4575,628,1,0,0,0
3,3,9/24/2014,4620,636,1,0,0,0
3,2,9/23/2014,5026,696,1,0,0,0
3,1,9/22/2014,4658,583,1,0,0,0
3,7,9/21/2014,0,0,0,0,0,0
3,6,9/20/2014,3574,398,1,0,0,0
3,5,9/19/2014,7729,803,1,1,0,0
3,4,9/18/2014,7563,775,1,1,0,0
3,3,9/17/2014,8034,795,1,1,0,0
3,2,9/16/2014,8607,879,1,1,0,0
3,1,9/15/2014,10098,977,1,1,0,0
3,7,9/14/2014,0,0,0,0,0,0
3,6,9/13/2014,3737,439,1,0,0,0
3,5,9/12/2014,5665,705,1,0,0,0
3,4,9/11/2014,5389,724,1,0,0,0
3,3,9/10/2014,5164,659,1,0,0,0
3,2,9/9/2014,5978,732,1,0,0,0
3,1,9/8/2014,6061,714,1,0,0,0
3,7,9/7/2014,0,0,0,0,0,0
3,6,9/6/2014,3562,439,1,0,0,0
3,5,9/5/2014,6564,686,1,1,0,0
3,4,9/4/2014,7659,796,1,1,0,0
3,3,9/3/2014,8659,843,1,1,0,0
3,2,9/2/2014,8989,863,1,1,0,0
3,1,9/1/2014,10679,962,1,1,0,0
3,7,8/31/2014,0,0,0,0,0,0
3,6,8/30/2014,4322,475,1,0,0,0
3,5,8/29/2014,6889,750,1,0,0,0
3,4,8/28/2014,5452,714,1,0,0,0
3,3,8/27/2014,5055,658,1,0,0,0
3,2,8/26/2014,5666,690,1,0,0,0
3,1,8/25/2014,5393,703,1,0,0,0
3,7,8/24/2014,0,0,0,0,0,0
3,6,8/23/2014,3698,457,1,0,0,0
3,5,8/22/2014,6610,752,1,1,0,0
3,4,8/21/2014,6933,768,1,1,0,0
3,3,8/20/2014,7661,839,1,1,0,0
3,2,8/19/2014,8854,884,1,1,0,1
3,1,8/18/2014,9258,888,1,1,0,1
3,7,8/17/2014,0,0,0,0,0,0
3,6,8/16/2014,3216,404,1,0,0,0
3,5,8/15/2014,5156,677,1,0,0,1
3,4,8/14/2014,5668,702,1,0,0,1
3,3,8/13/2014,6051,753,1,0,0,1
3,2,8/12/2014,5431,696,1,0,0,1
3,1,8/11/2014,6114,757,1,0,0,1
3,7,8/10/2014,0,0,0,0,0,0
3,6,8/9/2014,3131,408,1,0,0,0
3,5,8/8/2014,6763,760,1,1,0,1
3,4,8/7/2014,8010,827,1,1,0,1
3,3,8/6/2014,7499,798,1,1,0,1
3,2,8/5/2014,8714,868,1,1,0,1
3,1,8/4/2014,9055,891,1,1,0,1
3,7,8/3/2014,0,0,0,0,0,0
3,6,8/2/2014,4157,466,1,0,0,0
3,5,8/1/2014,7893,787,1,1,0,1
3,4,7/31/2014,8891,877,1,1,0,1
3,3,7/30/2014,8399,809,1,1,0,1
3,2,7/29/2014,7497,740,1,1,0,1
3,1,7/28/2014,8778,787,1,1,0,1
3,7,7/27/2014,0,0,0,0,0,0
3,6,7/26/2014,4132,449,1,0,0,0
3,5,7/25/2014,4346,562,1,0,0,1
3,4,7/24/2014,5139,603,1,0,0,1
3,3,7/23/2014,5553,643,1,0,0,1
3,2,7/22/2014,6267,675,1,0,0,1
3,1,7/21/2014,5884,652,1,0,0,1
3,7,7/20/2014,0,0,0,0,0,0
3,6,7/19/2014,3251,394,1,0,0,0
3,5,7/18/2014,6751,704,1,1,0,1
3,4,7/17/2014,7874,808,1,1,0,1
3,3,7/16/2014,8036,833,1,1,0,1
3,2,7/15/2014,9153,864,1,1,0,1
3,1,7/14/2014,8761,831,1,1,0,1
3,7,7/13/2014,0,0,0,0,0,0
3,6,7/12/2014,4098,435,1,0,0,0
3,5,7/11/2014,6441,715,1,0,0,1
3,4,7/10/2014,6701,704,1,0,0,1
3,3,7/9/2014,5006,571,1,0,0,1
3,2,7/8/2014,5039,609,1,0,0,1
3,1,7/7/2014,6884,784,1,0,0,1
3,7,7/6/2014,0,0,0,0,0,0
3,6,7/5/2014,4763,529,1,0,0,0
3,5,7/4/2014,7585,812,1,1,0,0
3,4,7/3/2014,8883,920,1,1,0,0
3,3,7/2/2014,8646,874,1,1,0,0
3,2,7/1/2014,8373,866,1,1,0,0
3,1,6/30/2014,15689,1193,1,1,0,0
3,7,6/29/2014,0,0,0,0,0,0
3,6,6/28/2014,5802,635,1,0,0,0
3,5,6/27/2014,5162,623,1,0,0,0
3,4,6/26/2014,5766,662,1,0,0,0
3,3,6/25/2014,5618,705,1,0,0,0
3,2,6/24/2014,5599,660,1,0,0,0
3,1,6/23/2014,5182,683,1,0,0,0
3,7,6/22/2014,0,0,0,0,0,0
3,6,6/21/2014,4208,469,1,0,0,0
3,5,6/20/2014,9752,962,1,1,0,0
3,4,6/19/2014,0,0,0,1,a,0
3,3,6/18/2014,9218,879,1,1,0,0
3,2,6/17/2014,10249,977,1,1,0,0
3,1,6/16/2014,10299,920,1,1,0,0
3,7,6/15/2014,0,0,0,0,0,0
3,6,6/14/2014,4517,475,1,0,0,0
3,5,6/13/2014,6343,727,1,0,0,0
3,4,6/12/2014,6889,782,1,0,0,0
3,3,6/11/2014,5947,684,1,0,0,0
3,2,6/10/2014,5831,731,1,0,0,1
3,1,6/9/2014,0,0,0,0,a,0
3,7,6/8/2014,0,0,0,0,0,0
3,6,6/7/2014,4903,571,1,0,0,0
3,5,6/6/2014,8015,818,1,1,0,0
3,4,6/5/2014,8018,817,1,1,0,0
3,3,6/4/2014,7768,812,1,1,0,0
3,2,6/3/2014,9614,919,1,1,0,0
3,1,6/2/2014,10912,1011,1,1,0,0
3,7,6/1/2014,0,0,0,0,0,0
3,6,5/31/2014,4725,514,1,0,0,0
3,5,5/30/2014,8510,965,1,0,0,0
3,4,5/29/2014,0,0,0,0,a,0
3,3,5/28/2014,4925,619,1,0,0,0
3,2,5/27/2014,4651,587,1,0,0,0
3,1,5/26/2014,5458,702,1,0,0,0
3,7,5/25/2014,0,0,0,0,0,0
3,6,5/24/2014,4236,470,1,0,0,0
3,5,5/23/2014,6619,710,1,1,0,0
3,4,5/22/2014,6899,753,1,1,0,0
3,3,5/21/2014,7139,769,1,1,0,0
3,2,5/20/2014,7828,869,1,1,0,0
3,1,5/19/2014,9011,902,1,1,0,0
3,7,5/18/2014,0,0,0,0,0,0
3,6,5/17/2014,3485,444,1,0,0,0
3,5,5/16/2014,5744,711,1,0,0,0
3,4,5/15/2014,5190,672,1,0,0,0
3,3,5/14/2014,5142,668,1,0,0,0
3,2,5/13/2014,6174,720,1,0,0,0
3,1,5/12/2014,4367,594,1,0,0,0
3,7,5/11/2014,0,0,0,0,0,0
3,6,5/10/2014,5868,720,1,0,0,0
3,5,5/9/2014,7499,802,1,1,0,0
3,4,5/8/2014,7396,796,1,1,0,0
3,3,5/7/2014,8435,855,1,1,0,0
3,2,5/6/2014,8925,891,1,1,0,0
3,1,5/5/2014,9327,926,1,1,0,0
3,7,5/4/2014,0,0,0,0,0,0
